player,hof_flag,final_mvp,all_stargame,championship_ring,league_mvp,assist,blocks,box_plus_minus,points,steals,total_rebounds,value_of_replacement,win_shares
Jon Barry,N,N,N,N,N,1951.00,120.00,-1.00,5170.00,782.00,1672.00,0.70,41.00
Jon Brockman,N,N,N,N,N,31.00,6.00,-6.10,184.00,19.00,288.00,0.00,2.00
Jon Koncak,N,N,N,N,N,785.00,791.00,-2.30,3520.00,542.00,3856.00,0.70,29.00
Jon Leuer,N,N,N,N,N,274.00,95.00,-6.90,2140.00,118.00,1260.00,0.30,12.00
Jon McGlocklin,N,N,Y,N,N,496.00,13.00,-6.10,1439.00,94.00,258.00,-0.50,7.00
Jon Sundvold,N,N,N,N,N,765.00,5.00,-21.50,2037.00,119.00,296.00,-1.00,3.00
Jonas Jerebko,N,N,N,N,N,286.00,94.00,0.40,2570.00,250.00,1535.00,0.60,17.00
Jonas Valanciunas,N,N,N,N,N,240.00,387.00,-1.80,4160.00,136.00,3085.00,0.70,34.00
Jonathan Bender,N,N,N,N,N,152.00,151.00,-35.60,1325.00,41.00,526.00,-0.20,4.00
Jonathon Simmons,N,N,N,N,N,58.00,5.00,-1.00,331.00,24.00,96.00,0.20,2.00
Jonny Flynn,N,N,N,N,N,702.00,8.00,-22.40,1598.00,125.00,338.00,-0.70,-1.00
Jordan Adams,N,N,N,N,N,16.00,7.00,-0.60,94.00,16.00,28.00,0.10,0.00
Jordan Clarkson,N,N,N,N,N,611.00,27.00,-4.40,3133.00,227.00,750.00,0.20,6.00
Jordan Crawford,N,N,N,N,N,1478.00,37.00,-22.00,5526.00,317.00,1168.00,0.00,11.00
Jordan Farmar,N,N,N,N,N,1377.00,51.00,-11.50,3709.00,369.00,913.00,0.20,13.00
Jordan Hamilton,N,N,N,N,N,127.00,48.00,-4.20,1016.00,103.00,483.00,0.20,4.00
Jordan Hill,N,N,N,N,N,300.00,235.00,-14.90,2929.00,137.00,2084.00,0.00,14.00
Jordan McRae,N,N,N,N,N,44.00,7.00,-10.80,260.00,11.00,60.00,-0.30,1.00
Jordan Mickey,N,N,N,N,N,7.00,6.00,-4.80,38.00,3.00,34.00,-0.10,0.00
Jordan Williams,N,N,N,N,N,11.00,15.00,-3.10,197.00,21.00,156.00,-0.20,1.00
Jorge Garbajosa,N,N,N,N,N,125.00,15.00,0.80,567.00,78.00,330.00,1.40,3.00
Jorge Gutierrez,N,N,N,N,N,30.00,1.00,-3.40,62.00,10.00,22.00,-0.10,0.00
Jose Calderon,N,N,N,N,N,5236.00,74.00,-5.00,7997.00,700.00,2056.00,0.90,62.00
Jose Ortiz,N,N,N,N,N,11.00,7.00,-6.50,141.00,8.00,58.00,-0.40,0.00
Jose Slaughter,N,N,N,N,N,52.00,7.00,-3.90,225.00,36.00,68.00,-0.30,0.00
Josh Boone,N,N,N,N,N,96.00,130.00,-6.90,1087.00,69.00,943.00,0.00,7.00
Josh Childress,N,N,N,N,N,451.00,147.00,7.50,2727.00,262.00,1350.00,1.50,21.00
Josh Davis,N,N,N,N,N,18.00,5.00,-2.00,145.00,15.00,106.00,0.00,1.00
Josh Grant,N,N,N,N,N,24.00,8.00,-2.80,157.00,18.00,89.00,-0.10,1.00
Josh Harrellson,N,N,N,N,N,26.00,35.00,-0.60,255.00,29.00,220.00,0.20,2.00
Josh Howard,N,N,Y,N,N,857.00,282.00,-7.30,7584.00,543.00,2962.00,1.00,39.00
Josh McRoberts,N,N,N,N,N,920.00,205.00,2.00,2456.00,233.00,1790.00,0.70,20.00
Josh Powell,N,N,N,N,N,144.00,73.00,-30.50,1157.00,45.00,880.00,-0.50,3.00
Josh Richardson,N,N,N,N,N,213.00,64.00,0.80,880.00,96.00,275.00,0.80,5.00
Josh Smith,N,N,N,N,N,3066.00,1829.00,21.40,14021.00,1170.00,7179.00,2.10,53.00
Jrue Holiday,N,N,Y,N,N,3147.00,197.00,7.50,7191.00,732.00,1800.00,1.50,27.00
Juan Carlos,N,N,N,N,N,177.00,1.00,-2.30,896.00,48.00,210.00,-0.10,1.00
Juan Dixon,N,N,N,N,N,664.00,30.00,-22.30,3171.00,298.00,697.00,-0.30,4.00
Juan Hernangomez,N,N,N,N,N,29.00,12.00,-1.30,305.00,29.00,187.00,0.10,2.00
Juaquin Hawkins,N,N,N,N,N,47.00,6.00,-3.30,134.00,29.00,78.00,-0.20,0.00
Jud Buechler,N,N,N,Y,N,584.00,154.00,-11.00,2417.00,334.00,1364.00,0.20,17.00
Julian Wright,N,N,N,N,N,139.00,50.00,-2.60,670.00,97.00,379.00,0.20,3.00
Julius Erving,Y,N,Y,N,Y,3224.00,1293.00,54.80,18364.00,1508.00,5601.00,4.70,106.00
Julius Randle,N,N,N,N,N,144.00,29.00,-3.60,919.00,53.00,829.00,-0.90,2.00
Julyan Stone,N,N,N,N,N,37.00,6.00,-0.20,36.00,8.00,25.00,0.10,0.00
Jumaine Jones,N,N,N,N,N,287.00,93.00,-15.50,2597.00,226.00,1459.00,0.30,12.00
Junior Bridgeman,N,N,N,N,N,2066.00,220.00,-15.50,11517.00,685.00,2995.00,0.50,45.00
Junior Burrough,N,N,N,N,N,15.00,10.00,-7.90,189.00,15.00,109.00,-0.70,0.00
Junior Harrington,N,N,N,N,N,428.00,25.00,-13.30,733.00,126.00,381.00,-0.70,-1.00
Justin Anderson,N,N,N,N,N,129.00,55.00,-3.80,943.00,73.00,473.00,0.10,4.00
Justin Hamilton,N,N,N,N,N,115.00,98.00,2.20,814.00,75.00,482.00,0.50,5.00
Justin Harper,N,N,N,N,N,2.00,3.00,-9.80,20.00,2.00,12.00,-0.20,0.00
Justin Holiday,N,N,N,N,N,277.00,87.00,-17.50,1403.00,172.00,492.00,0.00,5.00
Justin Reed,N,N,N,N,N,99.00,33.00,-27.10,756.00,51.00,294.00,-0.60,1.00
Justin Williams,N,N,N,N,N,2.00,16.00,-4.60,131.00,5.00,115.00,-0.20,1.00
Justise Winslow,N,N,N,N,N,183.00,32.00,-3.30,698.00,95.00,497.00,0.40,2.00
Jusuf Nurkic,N,N,N,N,N,336.00,260.00,-1.70,2013.00,176.00,1491.00,0.30,6.00
Juwan Howard,N,N,Y,N,N,3074.00,401.00,-38.20,18956.00,945.00,8676.00,0.50,69.00
K.J. McDaniels,N,N,N,N,N,178.00,180.00,-22.70,1464.00,133.00,601.00,-0.20,3.00
Kareem Abdul-Jabbar,Y,Y,Y,Y,Y,4302.00,3189.00,85.30,28316.00,1160.00,12369.00,5.40,190.00
Kareem Rush,N,N,N,N,N,402.00,77.00,-32.80,2552.00,163.00,640.00,-0.50,2.00
Karl Malone,Y,N,Y,N,Y,5248.00,1145.00,100.10,36928.00,2085.00,14968.00,5.40,235.00
Karl-Anthony Towns,N,N,Y,N,N,381.00,241.00,7.80,3564.00,115.00,1865.00,4.30,21.00
Kawhi Leonard,N,Y,Y,N,N,903.00,280.00,36.30,6508.00,704.00,2469.00,4.20,55.00
Kebu Stewart,N,N,N,N,N,2.00,2.00,-5.50,40.00,5.00,31.00,-0.10,0.00
Kedrick Brown,N,N,N,N,N,163.00,34.00,-8.20,786.00,112.00,482.00,0.10,5.00
Keith Askins,N,N,N,N,N,365.00,167.00,-2.00,1799.00,261.00,1384.00,0.60,14.00
Keith Bogans,N,N,N,N,N,822.00,60.00,-7.60,4164.00,433.00,1684.00,0.40,19.00
Keith Booth,N,N,N,N,N,38.00,11.00,-6.20,120.00,22.00,93.00,-0.50,-1.00
Keith Closs,N,N,N,N,N,44.00,154.00,-5.80,470.00,25.00,347.00,-0.20,2.00
Keith Edmonson,N,N,N,N,N,83.00,19.00,-13.10,868.00,59.00,197.00,-0.20,1.00
Keith Erickson,N,N,N,N,N,664.00,45.00,-3.80,2632.00,222.00,1133.00,0.50,12.00
Keith Herron,N,N,N,N,N,171.00,28.00,-9.40,1179.00,99.00,232.00,-0.30,3.00
Keith Jennings,N,N,N,N,N,373.00,2.00,-0.60,589.00,95.00,148.00,0.60,4.00
Keith Lee,N,N,N,N,N,109.00,70.00,-4.40,702.00,49.00,610.00,0.00,3.00
Keith McLeod,N,N,N,N,N,626.00,32.00,-29.20,1336.00,169.00,311.00,-0.50,3.00
Keith Tower,N,N,N,N,N,6.00,12.00,-12.80,89.00,6.00,60.00,-0.20,0.00
Keith Van,N,N,N,N,N,1002.00,319.00,0.10,9888.00,513.00,4180.00,0.80,45.00
Kelenna Azubuike,N,N,N,N,N,220.00,94.00,-4.90,2046.00,124.00,788.00,0.30,9.00
Kelly Olynyk,N,N,N,N,N,471.00,128.00,4.50,2628.00,194.00,1309.00,1.10,15.00
Kelly Oubre,N,N,N,N,N,60.00,24.00,-8.10,737.00,80.00,393.00,-0.40,3.00
Kelly Tripucka,N,N,Y,N,N,2090.00,137.00,-0.50,12142.00,678.00,2703.00,1.10,44.00
Kelvin Cato,N,N,N,N,N,246.00,685.00,-12.30,3026.00,295.00,2906.00,0.40,29.00
Kelvin Ransey,N,N,N,N,N,2125.00,27.00,-12.90,4656.00,385.00,771.00,-0.30,15.00
Kelvin Upshaw,N,N,N,N,N,382.00,13.00,-20.60,841.00,102.00,194.00,-0.10,2.00
Kemba Walker,N,N,Y,N,N,2381.00,175.00,11.80,8137.00,606.00,1708.00,2.60,33.00
Ken Bannister,N,N,N,N,N,111.00,80.00,-26.80,1501.00,109.00,893.00,-0.70,1.00
Ken Charles,N,N,N,N,N,806.00,128.00,-11.70,2747.00,407.00,640.00,0.10,10.00
Ken Durrett,N,N,N,N,N,47.00,17.00,-18.30,469.00,26.00,242.00,-0.40,1.00
Ken Johnson,N,N,N,N,N,19.00,22.00,-5.00,263.00,13.00,243.00,-0.60,1.00
Ken Norman,N,N,N,N,N,1355.00,431.00,-16.80,8717.00,517.00,3949.00,0.60,27.00
Kendall Gill,N,N,N,N,N,2995.00,415.00,-0.30,12577.00,1444.00,3951.00,1.10,48.00
Kendall Marshall,N,N,N,N,N,693.00,10.00,-20.60,684.00,86.00,225.00,-0.90,0.00
Kendrick Perkins,N,N,N,N,N,800.00,848.00,-27.50,4168.00,259.00,4530.00,0.40,26.00
Kennard Winchester,N,N,N,N,N,46.00,25.00,-7.30,415.00,28.00,131.00,-0.20,1.00
Kenneth Faried,N,N,N,N,N,432.00,356.00,9.30,4858.00,322.00,3480.00,1.50,35.00
Kenny Anderson,N,N,Y,N,N,5913.00,126.00,1.00,12203.00,1397.00,2890.00,1.30,72.00
Kenny Battle,N,N,N,N,N,162.00,47.00,-0.60,920.00,155.00,476.00,0.30,5.00
Kenny Carr,N,N,N,N,N,1060.00,356.00,-26.50,9314.00,596.00,5910.00,0.40,40.00
Kenny Dennard,N,N,N,N,N,48.00,9.00,0.30,178.00,51.00,185.00,0.30,1.00
Kenny Fields,N,N,N,N,N,238.00,47.00,-10.00,1469.00,123.00,581.00,0.00,5.00
Kenny Gattison,N,N,N,N,N,444.00,327.00,-18.60,3922.00,290.00,2326.00,0.10,17.00
Kenny Green,N,N,N,N,N,16.00,11.00,-28.30,265.00,9.00,101.00,-0.40,0.00
Kenny Higgs,N,N,N,N,N,944.00,23.00,-7.70,1470.00,239.00,391.00,-0.30,5.00
Kenny McIntosh,N,N,N,N,N,101.00,32.00,-11.90,529.00,56.00,376.00,-0.70,1.00
Kenny Natt,N,N,N,N,N,10.00,1.00,-9.10,59.00,5.00,15.00,-0.30,0.00
Kenny Payne,N,N,N,N,N,33.00,14.00,-13.80,310.00,26.00,120.00,-0.60,0.00
Kenny Satterfield,N,N,N,N,N,229.00,5.00,-19.70,444.00,69.00,130.00,-0.60,-2.00
Kenny Smith,N,N,N,N,N,4402.00,73.00,-16.40,10040.00,819.00,1567.00,0.40,49.00
Kenny Thomas,N,N,N,N,N,1199.00,314.00,-11.60,7248.00,634.00,5253.00,0.60,39.00
Kenny Walker,N,N,N,N,N,299.00,299.00,-13.80,3128.00,235.00,1793.00,0.20,18.00
Kenny Williams,N,N,N,N,N,130.00,135.00,1.70,1027.00,65.00,562.00,0.50,7.00
Kent Bazemore,N,N,N,N,N,630.00,153.00,-16.60,2992.00,344.00,1088.00,0.20,8.00
Kent Benson,N,N,N,N,N,1330.00,659.00,6.80,6655.00,658.00,4213.00,1.10,37.00
Kentavious Caldwell-Pope,N,N,N,N,N,440.00,47.00,1.00,3195.00,292.00,785.00,1.60,13.00
Kenyon Martin,N,N,Y,N,N,1433.00,858.00,7.80,9286.00,888.00,5120.00,1.20,48.00
Keon Clark,N,N,N,N,N,393.00,725.00,-3.60,3518.00,215.00,2523.00,0.60,22.00
Kermit Washington,N,N,Y,N,N,719.00,576.00,7.30,5042.00,416.00,4563.00,1.40,40.00
Kerry Kittles,N,N,N,N,N,1295.00,221.00,10.50,7165.00,811.00,1983.00,2.10,45.00
Kevin Brooks,N,N,N,N,N,11.00,2.00,-6.20,105.00,8.00,39.00,-0.30,0.00
Kevin Burleson,N,N,N,N,N,48.00,2.00,-4.30,70.00,26.00,26.00,-0.20,0.00
Kevin Duckworth,N,N,Y,N,N,605.00,313.00,-45.00,8145.00,327.00,3966.00,-0.60,26.00
Kevin Durant,N,Y,Y,N,Y,2663.00,738.00,52.10,19121.00,840.00,5031.00,4.70,120.00
Kevin Edwards,N,N,N,N,N,1595.00,193.00,-27.20,6459.00,811.00,1636.00,0.10,12.00
Kevin Gamble,N,N,N,N,N,1365.00,181.00,-10.30,6353.00,489.00,1525.00,0.80,34.00
Kevin Garnett,N,N,Y,N,Y,5378.00,2004.00,98.20,25920.00,1834.00,14465.00,4.50,191.00
Kevin Grevey,N,N,N,N,N,1247.00,112.00,-24.90,7364.00,392.00,1594.00,0.10,26.00
Kevin Johnson,N,N,Y,N,N,6931.00,183.00,23.00,13439.00,1123.00,2507.00,2.40,95.00
Kevin Jones,N,N,N,N,N,10.00,5.00,-5.20,95.00,9.00,78.00,-0.30,0.00
Kevin Kunnert,N,N,N,N,N,694.00,534.00,-0.10,4196.00,232.00,3636.00,0.90,21.00
Kevin Loder,N,N,N,N,N,72.00,8.00,-3.20,334.00,29.00,125.00,-0.20,1.00
Kevin Love,N,N,Y,N,N,1368.00,275.00,21.50,10593.00,404.00,6612.00,2.60,71.00
Kevin Lynch,N,N,N,N,N,108.00,15.00,-7.70,310.00,48.00,120.00,-0.30,0.00
Kevin Martin,N,N,N,N,N,1420.00,84.00,-11.80,12978.00,673.00,2381.00,0.80,64.00
Kevin McHale,Y,N,Y,Y,N,1670.00,1690.00,27.90,17335.00,344.00,7122.00,2.60,113.00
Kevin McKenna,N,N,N,N,N,249.00,18.00,-17.20,919.00,130.00,240.00,-0.10,2.00
Kevin Ollie,N,N,N,N,N,2013.00,32.00,-38.90,3336.00,441.00,1316.00,-0.40,21.00
Kevin Porter,N,N,N,N,N,5031.00,72.00,-9.90,7126.00,820.00,1102.00,0.50,34.00
Kevin Pritchard,N,N,N,N,N,168.00,14.00,-22.00,376.00,37.00,99.00,-0.30,1.00
Kevin Restani,N,N,N,N,N,680.00,97.00,-20.90,3043.00,209.00,2091.00,0.00,13.00
Kevin Seraphin,N,N,N,N,N,246.00,304.00,-27.80,2516.00,88.00,1462.00,-0.40,6.00
Kevin Stacom,N,N,N,N,N,594.00,16.00,-30.00,1934.00,124.00,565.00,-0.60,3.00
Kevin Williams,N,N,N,N,N,198.00,31.00,-16.80,778.00,108.00,216.00,-0.20,1.00
Kevin Willis,N,N,Y,N,N,1507.00,871.00,-70.40,19824.00,1097.00,13719.00,0.00,91.00
Kevon Looney,N,N,N,N,N,29.00,17.00,0.30,135.00,14.00,124.00,0.30,1.00
Keyon Dooling,N,N,N,N,N,1446.00,72.00,-31.00,4614.00,424.00,906.00,-0.30,18.00
Khalid El-Amin,N,N,N,N,N,145.00,2.00,-3.80,314.00,48.00,81.00,-0.40,1.00
Khalid Reeves,N,N,N,N,N,1088.00,41.00,-15.70,2647.00,262.00,688.00,0.00,10.00
Khris Middleton,N,N,Y,N,N,781.00,57.00,0.00,3905.00,377.00,1082.00,1.10,17.00
Kiki Vandeweghe,N,N,Y,N,N,1737.00,254.00,-18.60,16479.00,487.00,2856.00,0.80,78.00
Kim Anderson,N,N,N,N,N,15.00,5.00,-8.30,63.00,4.00,45.00,-0.40,0.00
Kim English,N,N,N,N,N,26.00,3.00,-4.20,119.00,16.00,37.00,-0.20,0.00
Kim Hughes,N,N,N,N,N,256.00,298.00,1.60,666.00,227.00,1155.00,0.40,5.00
Kirk Hinrich,N,N,N,N,N,4184.00,230.00,-8.90,9452.00,956.00,2503.00,1.00,51.00
Kirk Snyder,N,N,N,N,N,297.00,83.00,-9.40,1560.00,105.00,605.00,0.00,5.00
Kiwane Garris,N,N,N,N,N,28.00,1.00,-8.20,68.00,7.00,19.00,-0.40,0.00
Klay Thompson,N,N,Y,Y,N,1045.00,251.00,2.40,8854.00,422.00,1554.00,1.60,37.00
Kobe Bryant,N,Y,Y,Y,Y,6306.00,640.00,58.10,33643.00,1944.00,7047.00,3.60,173.00
Kornel David,N,N,N,N,N,84.00,29.00,-22.00,759.00,61.00,412.00,-0.30,3.00
Kosta Koufos,N,N,N,N,N,183.00,404.00,-9.40,2757.00,191.00,2355.00,0.40,21.00
Kostas Papanikolaou,N,N,N,N,N,101.00,18.00,-6.60,249.00,42.00,158.00,-0.20,0.00
Kris Dunn,N,N,N,N,N,188.00,36.00,-2.20,293.00,78.00,166.00,-0.10,0.00
Kris Humphries,N,N,N,N,N,453.00,375.00,-46.00,4697.00,301.00,3627.00,-0.20,23.00
Kristaps Porzingis,N,N,N,N,N,191.00,264.00,0.30,2224.00,100.00,1001.00,1.20,9.00
Kurk Lee,N,N,N,N,N,34.00,2.00,-6.70,66.00,11.00,30.00,-0.30,0.00
Kurt Nimphius,N,N,N,N,N,754.00,843.00,-22.80,4798.00,241.00,3054.00,0.30,21.00
Kurt Rambis,N,N,N,Y,N,1102.00,502.00,18.20,5189.00,898.00,5673.00,1.00,44.00
Kurt Thomas,N,N,N,N,N,1084.00,790.00,-4.50,8155.00,685.00,6601.00,0.80,61.00
Kwame Brown,N,N,N,N,N,473.00,329.00,-23.50,3551.00,270.00,2798.00,0.00,18.00
Kyle Anderson,N,N,N,N,N,242.00,62.00,0.70,670.00,126.00,524.00,0.70,7.00
Kyle Korver,N,N,Y,N,N,1929.00,374.00,9.20,10659.00,752.00,3307.00,1.30,66.00
Kyle Lowry,N,N,Y,N,N,4398.00,208.00,36.10,10746.00,1049.00,3099.00,2.50,73.00
Kyle Macy,N,N,N,N,N,2198.00,49.00,-0.10,5259.00,631.00,1214.00,1.10,36.00
Kyle O'Quinn,N,N,N,N,N,378.00,306.00,3.60,1760.00,137.00,1461.00,0.70,11.00
Kyle Singler,N,N,N,N,N,355.00,131.00,-15.80,2783.00,249.00,1210.00,0.20,12.00
Kyle Weaver,N,N,N,N,N,101.00,25.00,-1.10,299.00,47.00,130.00,0.30,1.00
Kyrie Irving,N,N,Y,N,N,2114.00,127.00,17.20,8232.00,504.00,1290.00,2.70,40.00
Kyrylo Fesenko,N,N,N,N,N,37.00,50.00,-9.00,283.00,17.00,235.00,-0.20,1.00
LaBradford Smith,N,N,N,N,N,503.00,20.00,-11.80,1550.00,182.00,355.00,-0.40,2.00
Lamar Green,N,N,N,N,N,59.00,43.00,-12.30,353.00,36.00,459.00,-0.70,0.00
Lamar Odom,N,N,N,N,N,3554.00,892.00,28.00,12781.00,848.00,8059.00,2.60,77.00
Lamar Patterson,N,N,N,N,N,39.00,2.00,-4.90,84.00,9.00,50.00,-0.30,0.00
LaMarcus Aldridge,N,N,Y,N,N,1510.00,828.00,12.50,15136.00,611.00,6590.00,2.00,87.00
Lamond Murray,N,N,N,N,N,874.00,274.00,-22.00,7366.00,599.00,2636.00,0.20,16.00
Lanard Copeland,N,N,N,N,N,9.00,1.00,-11.00,74.00,1.00,10.00,-0.30,0.00
Lancaster Gordon,N,N,N,N,N,287.00,29.00,-18.00,1097.00,127.00,255.00,-0.80,-3.00
Lance Blanks,N,N,N,N,N,117.00,8.00,-8.30,289.00,39.00,110.00,-0.20,1.00
Lance Stephenson,N,N,N,N,N,1222.00,58.00,-18.90,3700.00,287.00,1708.00,0.40,16.00
Lance Thomas,N,N,N,N,N,235.00,42.00,-24.60,1847.00,127.00,829.00,-0.60,4.00
Landry Fields,N,N,N,N,N,344.00,37.00,-1.90,1445.00,169.00,858.00,0.90,9.00
Langston Galloway,N,N,N,N,N,543.00,46.00,-10.90,2328.00,221.00,790.00,0.10,7.00
LaPhonso Ellis,N,N,N,N,N,918.00,447.00,-9.00,6899.00,400.00,3725.00,0.80,31.00
Laron Profit,N,N,N,N,N,77.00,14.00,-14.00,289.00,34.00,145.00,-0.20,0.00
Larry Bird,Y,Y,Y,Y,Y,5695.00,755.00,85.70,21791.00,1556.00,8974.00,6.10,146.00
Larry Cannon,N,N,N,N,N,52.00,4.00,-5.10,117.00,7.00,36.00,-0.30,0.00
Larry Demic,N,N,N,N,N,106.00,49.00,-14.90,976.00,72.00,805.00,-0.70,1.00
Larry Drew,N,N,N,N,N,3070.00,38.00,-19.80,6841.00,638.00,1026.00,0.10,23.00
Larry Hughes,N,N,N,N,N,2701.00,308.00,-11.50,12587.00,1337.00,3685.00,0.60,38.00
Larry Johnson,N,N,Y,N,N,2298.00,258.00,22.20,11450.00,515.00,5300.00,2.80,70.00
Larry Jones,N,N,N,N,N,230.00,18.00,-1.50,723.00,85.00,184.00,0.30,3.00
Larry Kenon,N,N,Y,N,N,1321.00,164.00,-1.00,8770.00,696.00,4059.00,1.50,37.00
Larry Krystkowiak,N,N,N,N,N,335.00,40.00,-20.70,1892.00,127.00,1157.00,-0.20,7.00
Larry McNeill,N,N,N,N,N,223.00,78.00,-14.50,2537.00,187.00,1442.00,0.10,13.00
Larry Micheaux,N,N,N,N,N,62.00,39.00,4.10,376.00,49.00,300.00,0.30,3.00
Larry Moffett,N,N,N,N,N,7.00,2.00,-4.70,16.00,2.00,21.00,-0.10,0.00
Larry Nance,N,N,Y,N,N,2740.00,2249.00,58.60,17765.00,1071.00,8640.00,3.10,123.00
Larry Owens,N,N,N,N,N,8.00,5.00,-0.10,40.00,9.00,15.00,0.10,0.00
Larry Robinson,N,N,N,N,N,118.00,6.00,-10.90,593.00,81.00,248.00,0.00,2.00
Larry Sanders,N,N,N,N,N,155.00,388.00,2.20,1338.00,133.00,1176.00,0.80,10.00
Larry Smith,N,N,N,N,N,941.00,457.00,2.80,5904.00,699.00,8125.00,1.20,46.00
Larry Spriggs,N,N,N,N,N,211.00,26.00,-6.10,838.00,77.00,369.00,0.10,3.00
Larry Steele,N,N,N,N,N,1335.00,95.00,3.00,4108.00,821.00,1300.00,1.40,24.00
Larry Stewart,N,N,N,N,N,266.00,73.00,-1.40,1590.00,98.00,832.00,0.70,8.00
Larry Wright,N,N,N,N,N,943.00,40.00,-8.00,2266.00,234.00,428.00,0.00,9.00
LaRue Martin,N,N,N,N,N,161.00,98.00,-15.30,1090.00,46.00,900.00,-0.60,2.00
LaSalle Thompson,N,N,N,N,N,1102.00,1024.00,-23.80,8401.00,758.00,6951.00,0.60,38.00
Latrell Sprewell,N,N,Y,N,N,3664.00,399.00,3.10,16712.00,1294.00,3724.00,1.70,56.00
Lavor Postell,N,N,N,N,N,5.00,2.00,-7.90,59.00,4.00,25.00,-0.20,0.00
Lavoy Allen,N,N,N,N,N,455.00,247.00,-9.60,2150.00,144.00,2155.00,0.20,15.00
Lawrence Boston,N,N,N,N,N,2.00,2.00,-4.70,56.00,4.00,39.00,-0.10,0.00
Lawrence Funderburke,N,N,N,N,N,183.00,100.00,-15.10,2022.00,94.00,1139.00,0.00,13.00
Lawrence Moten,N,N,N,N,N,179.00,32.00,-6.10,738.00,77.00,180.00,-0.40,0.00
Lawrence Roberts,N,N,N,N,N,30.00,13.00,-1.40,283.00,36.00,261.00,0.10,2.00
Lazar Hayward,N,N,N,N,N,32.00,8.00,-11.60,197.00,15.00,86.00,-0.20,0.00
Lazaro Borrell,N,N,N,N,N,10.00,3.00,-3.50,62.00,6.00,40.00,-0.10,0.00
Leandro Barbosa,N,N,N,N,N,1477.00,93.00,-10.40,7219.00,556.00,1386.00,0.70,32.00
LeBron James,N,Y,Y,Y,Y,7461.00,817.00,128.60,28787.00,1749.00,7707.00,8.30,206.00
Ledell Eackles,N,N,N,N,N,724.00,31.00,-20.20,4565.00,232.00,904.00,-0.50,10.00
Lee Mayberry,N,N,N,N,N,1744.00,43.00,-26.70,2526.00,345.00,639.00,-1.10,8.00
Lee Nailon,N,N,N,N,N,238.00,44.00,-30.50,2083.00,88.00,774.00,-0.30,5.00
Lee Winfield,N,N,N,N,N,200.00,41.00,-10.50,557.00,68.00,193.00,-0.10,3.00
Len Elmore,N,N,N,N,N,457.00,401.00,-5.60,2309.00,379.00,2131.00,0.40,13.00
Len Kosmalski,N,N,N,N,N,41.00,6.00,-3.70,90.00,6.00,119.00,-0.20,1.00
Lenny Wilkens,Y,N,Y,N,N,1514.00,52.00,6.40,3266.00,348.00,794.00,1.90,18.00
Leo Rautins,N,N,N,N,N,29.00,2.00,-5.00,48.00,9.00,33.00,-0.10,0.00
Leon Benbow,N,N,N,N,N,183.00,17.00,-5.80,628.00,73.00,214.00,-0.20,2.00
Leon Douglas,N,N,N,N,N,444.00,284.00,-7.10,3411.00,195.00,2657.00,0.20,14.00
Leon Powe,N,N,N,N,N,85.00,84.00,-21.20,1563.00,73.00,913.00,0.00,12.00
Leon Smith,N,N,N,N,N,3.00,1.00,-4.00,31.00,5.00,31.00,-0.10,0.00
Leon Wood,N,N,N,N,N,525.00,4.00,-5.80,909.00,70.00,171.00,-0.30,4.00
Leonard Gray,N,N,N,N,N,490.00,91.00,-3.80,2408.00,196.00,1169.00,0.50,10.00
LeRon Ellis,N,N,N,N,N,5.00,12.00,-17.70,56.00,8.00,32.00,-0.20,0.00
Leroy Combs,N,N,N,N,N,38.00,18.00,-3.30,218.00,23.00,56.00,-0.10,0.00
Leroy Ellis,N,N,N,N,N,327.00,151.00,-4.10,1584.00,146.00,1594.00,0.60,11.00
Les Jepsen,N,N,N,N,N,1.00,5.00,-8.30,25.00,1.00,30.00,-0.10,0.00
Lester Conner,N,N,N,N,N,2732.00,64.00,3.90,4319.00,1107.00,1873.00,1.00,29.00
Lester Hudson,N,N,N,N,N,58.00,5.00,-7.00,210.00,24.00,59.00,0.00,0.00
Lewis Lloyd,N,N,N,N,N,1121.00,132.00,-0.30,5004.00,357.00,1158.00,1.10,20.00
Linas Kleiza,N,N,N,N,N,257.00,59.00,-19.80,2748.00,128.00,1143.00,-0.10,10.00
Lindsay Hairston,N,N,N,N,N,21.00,32.00,-2.70,273.00,21.00,179.00,-0.10,1.00
Lindsey Hunter,N,N,N,N,N,2236.00,142.00,-9.00,7252.00,1001.00,1821.00,0.80,30.00
Linton Johnson,N,N,N,N,N,71.00,74.00,-10.10,694.00,92.00,583.00,-0.10,3.00
Linton Townes,N,N,N,N,N,31.00,5.00,-3.40,247.00,19.00,65.00,-0.20,1.00
Lionel Hollins,N,N,Y,N,N,3056.00,193.00,-28.40,8008.00,1083.00,1621.00,0.10,22.00
Lionel Simmons,N,N,N,N,N,1498.00,361.00,-4.70,5833.00,514.00,2833.00,1.00,17.00
Litterial Green,N,N,N,N,N,125.00,5.00,-11.60,308.00,29.00,46.00,-0.30,1.00
Lloyd Daniels,N,N,N,N,N,286.00,58.00,-11.10,1313.00,92.00,397.00,0.10,3.00
Lloyd Neal,N,N,N,N,N,485.00,323.00,-6.00,3740.00,178.00,2394.00,0.30,18.00
Lloyd Walton,N,N,N,N,N,1102.00,26.00,-20.00,1213.00,224.00,319.00,-0.80,4.00
Lonnie Shelton,N,N,Y,N,N,1424.00,556.00,7.90,7867.00,717.00,4058.00,1.60,37.00
